Subject,Predicate,Object,Annotation,BatchID,BatchTime
http://dbpedia.org/resource/Sultan_Mudzafar_Shah_I,http://dbpedia.org/property/house,http://dbpedia.org/resource/Kedah,Correct,3,503.0438668727875
http://dbpedia.org/resource/Antonio_Pujol,http://dbpedia.org/property/nationality,http://dbpedia.org/resource/Mexico,Correct,4,131.16049599647522
http://dbpedia.org/resource/Antonio_Pujol,http://dbpedia.org/property/birthPlace,http://dbpedia.org/resource/Chalco_de_Díaz_Covarrubias,Correct,4,131.16049599647522
http://dbpedia.org/resource/Antonio_Pujol,http://xmlns.com/foaf/0.1/surname,Pujol,Correct,4,131.16049599647522
http://dbpedia.org/resource/Antonio_Pujol,http://xmlns.com/foaf/0.1/name,"Pujol, Antonio",Incorrect,4,131.16049599647522
http://dbpedia.org/resource/Antonio_Pujol,http://dbpedia.org/ontology/birthName,Antonio Pujol Jiménez,Correct,4,131.16049599647522
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/Sunnyodon.jpg?width=300,Correct,5,243.82950901985168
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/ontology/order,http://dbpedia.org/resource/Multituberculata,Correct,5,243.82950901985168
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/property/ordo,http://dbpedia.org/resource/Multituberculata,Correct,5,243.82950901985168
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/property/familia,http://dbpedia.org/resource/Paulchoffatiidae,Correct,5,243.82950901985168
http://dbpedia.org/resource/Sunnyodon,http://dbpedia.org/property/imageCaption,Restoration,Incorrect,5,243.82950901985168
http://dbpedia.org/resource/Yowani_Choctaws,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Caddo,Incorrect,6,323.28550577163696
http://dbpedia.org/resource/Yowani_Choctaws,http://www.w3.org/2000/01/rdf-schema#label,Yowani Choctaws,Correct,6,323.28550577163696
http://dbpedia.org/resource/Yowani_Choctaws,http://xmlns.com/foaf/0.1/homepage,http://www.chickasaw.net,Incorrect,6,323.28550577163696
http://dbpedia.org/resource/Yowani_Choctaws,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Native_American_tribes_in_Louisiana,Correct,6,323.28550577163696
http://dbpedia.org/resource/Yowani_Choctaws,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Choctaw,Correct,6,323.28550577163696
http://dbpedia.org/resource/Tour_de_France_(song),http://dbpedia.org/property/producer,http://dbpedia.org/resource/Florian_Schneider,Correct,7,392.9530990123749
http://dbpedia.org/resource/Tour_de_France_(song),http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Songs_written_by_Ralf_Hütter,Correct,7,392.9530990123749
http://dbpedia.org/resource/Tour_de_France_(song),http://dbpedia.org/property/producer,http://dbpedia.org/resource/Ralf_Hütter,Correct,7,392.9530990123749
http://dbpedia.org/resource/Tour_de_France_(song),http://dbpedia.org/property/recorded,1984,Incorrect,7,392.9530990123749
http://dbpedia.org/resource/Tour_de_France_(song),http://dbpedia.org/property/genre,http://dbpedia.org/resource/Electronic_music,Correct,7,392.9530990123749
http://dbpedia.org/resource/Romain_Ferrier,http://dbpedia.org/ontology/careerStation,http://dbpedia.org/resource/Romain_Ferrier__8,Incorrect,8,117.41157603263856
http://dbpedia.org/resource/Romain_Ferrier,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Chamois_Niortais_F.C._players,Correct,8,117.41157603263856
http://dbpedia.org/resource/Romain_Ferrier,http://dbpedia.org/ontology/birthYear,1976,Correct,8,117.41157603263856
http://dbpedia.org/resource/Romain_Ferrier,http://dbpedia.org/property/clubs,http://dbpedia.org/resource/Skoda_Xanthi_F.C.,Correct,8,117.41157603263856
http://dbpedia.org/resource/Romain_Ferrier,http://dbpedia.org/ontology/careerStation,http://dbpedia.org/resource/Romain_Ferrier__7,Incorrect,8,117.41157603263856
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/ontology/PopulatedPlace/areaTotal,2.589988110336,Incorrect,9,390.4742980003357
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/property/subdivisionName,http://dbpedia.org/resource/New_York,Correct,9,390.4742980003357
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/ontology/PopulatedPlace/populationDensity,707.0688829387811,Incorrect,9,390.4742980003357
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/property/lats,5,Incorrect,9,390.4742980003357
"http://dbpedia.org/resource/Wayland_(village),_New_York",http://dbpedia.org/ontology/areaCode,585,Correct,9,390.4742980003357
http://dbpedia.org/resource/Ainselu_Kharka,http://dbpedia.org/property/nativeName,ऐसेलुखर्क,Correct,10,392.00266289711
http://dbpedia.org/resource/Ainselu_Kharka,http://dbpedia.org/ontology/abstract,"Ainselu Kharka is a town and Village Development Committee  in Khotang District in the Sagarmatha Zone of eastern Nepal. At the time of the 1991 Nepal census it had a population of 3,617 persons living in 676 individual households.",Incorrect,10,392.00266289711
http://dbpedia.org/resource/Ainselu_Kharka,http://dbpedia.org/ontology/utcOffset,+5:45,Correct,10,392.00266289711
http://dbpedia.org/resource/Ainselu_Kharka,http://dbpedia.org/property/settlementType,http://dbpedia.org/resource/Village_Development_Committee,Incorrect,10,392.00266289711
http://dbpedia.org/resource/Ainselu_Kharka,http://dbpedia.org/ontology/postalCode,56202,Correct,10,392.00266289711
http://dbpedia.org/resource/Nicolas_Prévost,http://xmlns.com/foaf/0.1/name,"Prevost, Nicolas",Correct,11,101.71970891952516
http://dbpedia.org/resource/Nicolas_Prévost,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:17th-century_French_painters,Correct,11,101.71970891952516
http://dbpedia.org/resource/Nicolas_Prévost,http://xmlns.com/foaf/0.1/name,Nicolas Prevost,Correct,11,101.71970891952516
http://dbpedia.org/resource/Nicolas_Prévost,http://www.w3.org/2000/01/rdf-schema#label,Nicolas Prévost,Correct,11,101.71970891952516
http://dbpedia.org/resource/Nicolas_Prévost,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1670_deaths,Correct,11,101.71970891952516
http://dbpedia.org/resource/WZBA,http://dbpedia.org/property/city,"http://dbpedia.org/resource/Westminster,_Maryland",Correct,12,363.8305079936981
http://dbpedia.org/resource/WZBA,http://dbpedia.org/property/facilityId,59985,Correct,12,363.8305079936981
http://dbpedia.org/resource/WZBA,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/WZBA,Correct,12,363.8305079936981
http://dbpedia.org/resource/WZBA,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Radio_stations_in_Maryland,Correct,12,363.8305079936981
http://dbpedia.org/resource/WZBA,http://dbpedia.org/ontology/alias,100.7 The Bay,Correct,12,363.8305079936981
http://dbpedia.org/resource/Steven_G._Vandenberg,http://dbpedia.org/ontology/abstract,"Steven Vandenberg (born July 15, 1915, Den Helder, The Netherlands d. August 27, 1992, Boulder, Colorado, United States) was a behavior geneticist who immigrated to the US after the Second World War, obtaining his Ph.D. from the University of Michigan in 1955.From 1960 to 1967 he worked at the University of Louisville School of Medicine as director of the Louisville Twin Study. In 1970 he moved to the Institute of Behavior Genetics at the University of Colorado at Boulder, where he remained until his retirement. Vandenberg received many honors and awards during his lifetime, including being the first recipient of the Behavior Genetics Association's Dobzhansky Career Award in 1977. Vandenberg served as President of the Behavior Genetics Association (1984–1985) and was the founding editor-in-chief of their scientific journal Behavior Genetics.",Incorrect,13,201.3098108768463
http://dbpedia.org/resource/Steven_G._Vandenberg,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Behavior_geneticists,Correct,13,201.3098108768463
http://dbpedia.org/resource/Steven_G._Vandenberg,http://dbpedia.org/property/name,Steven G. Vandenberg,Correct,13,201.3098108768463
http://dbpedia.org/resource/Steven_G._Vandenberg,http://dbpedia.org/property/hasPhotoCollection,http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Steven_G._Vandenberg,Incorrect,13,201.3098108768463
http://dbpedia.org/resource/Steven_G._Vandenberg,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/resource/University_of_Michigan,Correct,13,201.3098108768463
http://dbpedia.org/resource/Darlington_Borough_Council,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Politics_of_Darlington,Correct,14,493.2184638977051
http://dbpedia.org/resource/Darlington_Borough_Council,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Billing_authorities_in_England,Correct,14,493.2184638977051
http://dbpedia.org/resource/Darlington_Borough_Council,http://www.w3.org/2000/01/rdf-schema#label,Darlington Borough Council,Correct,14,493.2184638977051
http://dbpedia.org/resource/Darlington_Borough_Council,http://xmlns.com/foaf/0.1/homepage,http://www.darlington.gov.uk/,Correct,14,493.2184638977051
http://dbpedia.org/resource/Darlington_Borough_Council,http://dbpedia.org/ontology/abstract,"Darlington Borough Council is the local government authority for Darlington, a town and unitary authority  borough in North East England. The authority is composed of 50 ward councillors. The council is controlled by the Labour Party and the current leader of the council is Councillor Bill Dixon. The acting chief executive of the council is Ms Ada Burns.The Authority was originally a non-metropolitan district of Durham County Council but absorbed the powers of the County Council in 1997 upon becoming a separate unitary authority. As of 2011 Darlington Borough has a population of 106,000 residents.",Correct,14,493.2184638977051
"http://dbpedia.org/resource/Dodge_Center,_Minnesota",http://dbpedia.org/ontology/populationTotal,2670,Incorrect,15,666.752475976944
"http://dbpedia.org/resource/Dodge_Center,_Minnesota",http://dbpedia.org/property/latns,N,Incorrect,15,666.752475976944
"http://dbpedia.org/resource/Dodge_Center,_Minnesota",http://dbpedia.org/ontology/abstract,"Dodge Center is a city in Dodge County, Minnesota, United States. The population was 2,670 at the 2010 census. Dodge Center is part of the Rochester, MN Metropolitan Statistical Area.",Correct,15,666.752475976944
"http://dbpedia.org/resource/Dodge_Center,_Minnesota",http://www.georss.org/georss/point,44.028888888888886 -92.855,Correct,15,666.752475976944
"http://dbpedia.org/resource/Dodge_Center,_Minnesota",http://dbpedia.org/property/areaLandSqMi,2.08,Incorrect,15,666.752475976944
http://dbpedia.org/resource/Östersunds_BS,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1974_establishments_in_Sweden,Correct,16,412.4725759029389
http://dbpedia.org/resource/Östersunds_BS,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Östersunds_BS,Correct,16,412.4725759029389
http://dbpedia.org/resource/Östersunds_BS,http://dbpedia.org/property/city,http://dbpedia.org/resource/Östersund,Correct,16,412.4725759029389
http://dbpedia.org/resource/Östersunds_BS,http://dbpedia.org/property/ballpark,http://dbpedia.org/resource/Östersund_Arena,Incorrect,16,412.4725759029389
http://dbpedia.org/resource/Östersunds_BS,http://dbpedia.org/ontology/foundingYear,1974,Correct,16,412.4725759029389
http://dbpedia.org/resource/Eric_Shinseki,http://dbpedia.org/ontology/militaryCommand,"3rd Squadron,7th Cavalry Regiment, 3rd Infantry Division",Incorrect,17,652.3128600120544
http://dbpedia.org/resource/Eric_Shinseki,http://dbpedia.org/property/awards,http://dbpedia.org/resource/Bronze_Star_Medal,Correct,17,652.3128600120544
http://dbpedia.org/resource/Eric_Shinseki,http://dbpedia.org/ontology/religion,http://dbpedia.org/resource/Lutheranism,Incorrect,17,652.3128600120544
http://dbpedia.org/resource/Eric_Shinseki,http://dbpedia.org/ontology/president,http://dbpedia.org/resource/George_W._Bush,Correct,17,652.3128600120544
http://dbpedia.org/resource/Eric_Shinseki,http://dbpedia.org/ontology/abstract,"Eric Ken Shinseki (/ʃɨnˈsɛki/; born November 28, 1942) is a retired United States Army general who served as the seventh United States Secretary of Veterans Affairs (2009-2014). His final U.S. Army post was as the 34th Chief of Staff of the Army (1999–2003). Shinseki is a veteran of two tours of combat in the Vietnam War, in which he was awarded three Bronze Stars for valor and two Purple Hearts. He was both the first Asian-American four-star general (1997) and then the Secretary of Veterans Affairs.",Correct,17,652.3128600120544
http://dbpedia.org/resource/Lake_effect_snow_advisory,http://dbpedia.org/ontology/abstract,"A Lake Effect Snow Advisory is issued by the National Weather Service of the United States when lake effect snow may pose a hazard or is life-threatening. The snow must be completely caused by a convective snow development over a lake and not by a low pressure system. The criteria for this advisory vary from area to area.Prior to the 2008-09 winter storm season, there was the Lake-Effect Snow and Blowing Snow Advisory, specific for when blowing snow another hazard expected in the advised area. The Lake-Effect Snow Advisory for Lake-Effect Snow and Blowing Snow has since replaced it.",Incorrect,18,422.94206714630127
http://dbpedia.org/resource/Lake_effect_snow_advisory,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Weather_warnings_and_advisories,Correct,18,422.94206714630127
http://dbpedia.org/resource/Lake_effect_snow_advisory,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Lake_effect_snow_advisory,Correct,18,422.94206714630127
http://dbpedia.org/resource/Lake_effect_snow_advisory,http://www.w3.org/2000/01/rdf-schema#label,Lake effect snow advisory,Correct,18,422.94206714630127
http://dbpedia.org/resource/Lake_effect_snow_advisory,http://www.w3.org/2000/01/rdf-schema#comment,"A Lake Effect Snow Advisory is issued by the National Weather Service of the United States when lake effect snow may pose a hazard or is life-threatening. The snow must be completely caused by a convective snow development over a lake and not by a low pressure system. The criteria for this advisory vary from area to area.Prior to the 2008-09 winter storm season, there was the Lake-Effect Snow and Blowing Snow Advisory, specific for when blowing snow another hazard expected in the advised area.",Incorrect,18,422.94206714630127
http://dbpedia.org/resource/Desperate_Teenage_Lovedolls,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/resource/Black_Flag_(band),Correct,19,233.26754474639893
http://dbpedia.org/resource/Desperate_Teenage_Lovedolls,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/resource/SIN_34,Correct,19,233.26754474639893
http://dbpedia.org/resource/Desperate_Teenage_Lovedolls,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/resource/The_Darkside,Correct,19,233.26754474639893
http://dbpedia.org/resource/Desperate_Teenage_Lovedolls,http://dbpedia.org/property/music,http://dbpedia.org/resource/SIN_34,Incorrect,19,233.26754474639893
http://dbpedia.org/resource/Desperate_Teenage_Lovedolls,http://dbpedia.org/property/starring,Hilary Rubens,Correct,19,233.26754474639893
http://dbpedia.org/resource/Francesco_Maria_Emanuele_Gaetani,http://dbpedia.org/property/notableworks,Sicilia Nobile,Correct,20,703.6104218959808
http://dbpedia.org/resource/Francesco_Maria_Emanuele_Gaetani,http://dbpedia.org/ontology/deathDate,1802-02-06,Correct,20,703.6104218959808
http://dbpedia.org/resource/Francesco_Maria_Emanuele_Gaetani,http://dbpedia.org/property/alternativeNames,"marquis of Villabianca, Count of Belforte",Correct,20,703.6104218959808
http://dbpedia.org/resource/Francesco_Maria_Emanuele_Gaetani,http://dbpedia.org/property/dateOfDeath,1802,Correct,20,703.6104218959808
http://dbpedia.org/resource/Francesco_Maria_Emanuele_Gaetani,http://dbpedia.org/ontology/alias,"marquis of Villabianca, Count ofBelforte",Incorrect,20,703.6104218959808
http://dbpedia.org/resource/2013–14_BYU_Cougars_men's_basketball_team,http://dbpedia.org/property/opponent,http://dbpedia.org/resource/2013–14_North_Texas_Mean_Green_men's_basketball_team,Incorrect,21,243.9678809642792
http://dbpedia.org/resource/2013–14_BYU_Cougars_men's_basketball_team,http://dbpedia.org/property/time,540.0,Incorrect,21,243.9678809642792
http://dbpedia.org/resource/2013–14_BYU_Cougars_men's_basketball_team,http://dbpedia.org/property/hometown,"Alpine, Utah",Incorrect,21,243.9678809642792
http://dbpedia.org/resource/2013–14_BYU_Cougars_men's_basketball_team,http://dbpedia.org/property/rivalsRefTitle,BYU 2010 Basketball Commitments,Incorrect,21,243.9678809642792
http://dbpedia.org/resource/2013–14_BYU_Cougars_men's_basketball_team,http://dbpedia.org/property/assist,Matt Carlino & Kyle Collinsworth 2,Incorrect,21,243.9678809642792
http://dbpedia.org/resource/Cardinal_Ambrozic_Catholic_Secondary_School,http://dbpedia.org/ontology/foundingYear,2009,Incorrect,22,750.1579639911652
http://dbpedia.org/resource/Cardinal_Ambrozic_Catholic_Secondary_School,http://dbpedia.org/property/principal,Dan Compagnon,Incorrect,22,750.1579639911652
http://dbpedia.org/resource/Cardinal_Ambrozic_Catholic_Secondary_School,http://dbpedia.org/property/name,Cardinal Ambrozic Catholic Secondary School,Correct,22,750.1579639911652
http://dbpedia.org/resource/Cardinal_Ambrozic_Catholic_Secondary_School,http://dbpedia.org/property/longm,41,Incorrect,22,750.1579639911652
http://dbpedia.org/resource/Cardinal_Ambrozic_Catholic_Secondary_School,http://dbpedia.org/property/longew,W,Incorrect,22,750.1579639911652
http://dbpedia.org/resource/Caractères,http://dbpedia.org/property/style,http://dbpedia.org/resource/Sans-serif,Correct,23,98.38392496109007
http://dbpedia.org/resource/Caractères,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Caracteres.svg,Correct,23,98.38392496109007
http://dbpedia.org/resource/Caractères,http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/Caracteres.svg?width=300,Correct,23,98.38392496109007
http://dbpedia.org/resource/Caractères,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Family,Incorrect,23,98.38392496109007
http://dbpedia.org/resource/Caractères,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Caractères,Correct,23,98.38392496109007
"http://dbpedia.org/resource/Aster,_Edmonton",http://dbpedia.org/property/northwest,"http://dbpedia.org/resource/Silver_Berry,_Edmonton",Correct,24,470.923633813858
"http://dbpedia.org/resource/Aster,_Edmonton",http://dbpedia.org/property/subdivisionName,NW,Incorrect,24,470.923633813858
"http://dbpedia.org/resource/Aster,_Edmonton",http://www.w3.org/2000/01/rdf-schema#comment,"Aster is a future neighbourhood in southeast Edmonton, Alberta, Canada. It was named for the Aster genus of flowering plants of which heath aster and flat-topped white aster are most common in Alberta.Aster is located within The Meadows and is identified as Neighbourhood 5 within The Meadows Area Structure Plan (ASP).",Incorrect,24,470.923633813858
"http://dbpedia.org/resource/Aster,_Edmonton",http://dbpedia.org/ontology/abstract,"Aster is a future neighbourhood in southeast Edmonton, Alberta, Canada. It was named for the Aster genus of flowering plants of which heath aster and flat-topped white aster are most common in Alberta.Aster is located within The Meadows and is identified as Neighbourhood 5 within The Meadows Area Structure Plan (ASP). It was officially named Aster on April 30, 2014.It is bounded on the west by 17 Street NW, north by a future realignment of 23 Avenue NW, and east and south by Anthony Henday Drive.",Incorrect,24,470.923633813858
"http://dbpedia.org/resource/Aster,_Edmonton",http://dbpedia.org/property/northeast,http://dbpedia.org/resource/Strathcona_County,Correct,24,470.923633813858
http://dbpedia.org/resource/Statistical_finance,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Mathematical_finance,Correct,25,187.18665981292725
http://dbpedia.org/resource/Statistical_finance,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Application,Incorrect,25,187.18665981292725
http://dbpedia.org/resource/Statistical_finance,http://www.w3.org/2000/01/rdf-schema#comment,"Statistical finance, is the application of econophysics to financial markets. Instead of the normative roots of much of the field of finance, it uses a positivist framework including exemplars from statistical physics with an emphasis on emergent or collective properties of financial markets. The starting point for this approach to understanding financial markets are the empirically observed stylized facts.",Correct,25,187.18665981292725
http://dbpedia.org/resource/Statistical_finance,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Monte_Carlo_methods_in_finance,Correct,25,187.18665981292725
http://dbpedia.org/resource/Statistical_finance,http://www.w3.org/2000/01/rdf-schema#label,Statistical finance,Correct,25,187.18665981292725
http://dbpedia.org/resource/Pocket_Cube,http://dbpedia.org/property/footer,Pocket Cube in different forms. From top :,Incorrect,26,287.6063177585602
http://dbpedia.org/resource/Pocket_Cube,http://dbpedia.org/property/footer,iii.Pocket cube with one side tilted.,Incorrect,26,287.6063177585602
http://dbpedia.org/resource/Pocket_Cube,http://dbpedia.org/property/image,Pocket cube solved.jpg,Incorrect,26,287.6063177585602
http://dbpedia.org/resource/Pocket_Cube,http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/Pocket_Cube_size_comparison.jpg?width=300,Correct,26,287.6063177585602
http://dbpedia.org/resource/Pocket_Cube,http://dbpedia.org/ontology/abstract,"The Pocket Cube (also known as the Mini Cube or the Ice Cube) is the 2×2×2 equivalent of a Rubik's Cube. The cube consists of 8 pieces, all corners.",Correct,26,287.6063177585602
http://dbpedia.org/resource/CS-Cipher,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Cipher,Correct,27,26.60615611076355
http://dbpedia.org/resource/The_Call_of_the_Savage,http://dbpedia.org/ontology/editing,http://dbpedia.org/resource/Irving_Applebaum,Correct,28,408.6360640525818
http://dbpedia.org/resource/The_Call_of_the_Savage,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Serial,Incorrect,28,408.6360640525818
http://dbpedia.org/resource/The_Call_of_the_Savage,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1930s_fantasy_films,Incorrect,28,408.6360640525818
http://dbpedia.org/resource/The_Call_of_the_Savage,http://dbpedia.org/ontology/imdbId,0026163,Correct,28,408.6360640525818
http://dbpedia.org/resource/The_Call_of_the_Savage,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:English-language_films,Correct,28,408.6360640525818
http://dbpedia.org/resource/Badichowdi,http://dbpedia.org/property/blank1InfoSec,http://dbpedia.org/resource/Hyderabad,Incorrect,29,72.20331192016602
http://dbpedia.org/resource/Badichowdi,http://www.w3.org/2000/01/rdf-schema#label,Badichowdi,Correct,29,72.20331192016602
http://dbpedia.org/resource/Badichowdi,http://dbpedia.org/property/subdivisionName,http://dbpedia.org/resource/Hyderabad,I Don't Know,29,72.20331192016602
http://dbpedia.org/resource/Badichowdi,http://dbpedia.org/ontology/isPartOf,http://dbpedia.org/resource/Hyderabad,Correct,29,72.20331192016602
http://dbpedia.org/resource/The_China_Lake_Murders,http://www.w3.org/2000/01/rdf-schema#label,The China Lake Murders,Correct,30,17.848079919815063
http://dbpedia.org/resource/You_Could_Be_Mine,http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/resource/Record_Plant,Correct,31,198.54658722877505
http://dbpedia.org/resource/Torfinn_Haukås,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/Norway,Correct,32,12.622287034988403
http://dbpedia.org/resource/Schrattenfluh,http://dbpedia.org/property/range,http://dbpedia.org/resource/Alps,Incorrect,33,24.25740694999695
http://dbpedia.org/resource/W._C._Leng,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Kingston_upon_Hull,Correct,34,180.08906602859497
http://dbpedia.org/resource/W._C._Leng,http://dbpedia.org/property/birthPlace,http://dbpedia.org/resource/Kingston_upon_Hull,Correct,34,180.08906602859497
http://dbpedia.org/resource/W._C._Leng,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Sheffield,Correct,34,180.08906602859497
http://dbpedia.org/resource/W._C._Leng,http://dbpedia.org/property/placeOfBirth,http://dbpedia.org/resource/Kingston_upon_Hull,Correct,34,180.08906602859497
http://dbpedia.org/resource/Animal_Crossing,http://dbpedia.org/property/platforms,http://dbpedia.org/resource/Wii_U,Correct,35,25.385308027267456
http://dbpedia.org/resource/Animal_Crossing,http://dbpedia.org/property/game,http://dbpedia.org/resource/Animal_Crossing:_New_Leaf,Correct,35,25.385308027267456
http://dbpedia.org/resource/Animal_Crossing,http://dbpedia.org/property/website,http://www.animal-crossing.com,Correct,35,25.385308027267456
http://dbpedia.org/resource/Animal_Crossing,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Nintendo_franchises,Correct,35,25.385308027267456
http://dbpedia.org/resource/Animal_Crossing,http://dbpedia.org/property/platformOfOrigin,Nintendo 64,Correct,35,25.385308027267456
http://dbpedia.org/resource/Ouzouer-sous-Bellegarde,http://dbpedia.org/property/region,http://dbpedia.org/resource/Centre-Val_de_Loire,Correct,36,53.59144616127014
http://dbpedia.org/resource/Ouzouer-sous-Bellegarde,http://dbpedia.org/ontology/region,http://dbpedia.org/resource/Centre-Val_de_Loire,Correct,36,53.59144616127014
http://dbpedia.org/resource/Ouzouer-sous-Bellegarde,http://www.w3.org/2000/01/rdf-schema#label,Ouzouer-sous-Bellegarde,Correct,36,53.59144616127014
