Subject,Predicate,Object,Error,BatchID,BatchTime
http://dbpedia.org/resource/DN5,http://dbpedia.org/property/country,ROU,Object,95,2.1629741191864014
http://dbpedia.org/resource/Code_Two,http://dbpedia.org/ontology/abstract,"Code Two is a 1953 film about men training to be motorcycle cops. It stars Ralph Meeker, Sally Forrest, Elaine Stewart and Robert Horton and was directed by Fred M. Wilcox.",Object,98,2.3774819374084477
http://dbpedia.org/resource/Taiwan,http://dbpedia.org/property/poj,Tâi-oân,Predicate,103,65.05790209770203
http://dbpedia.org/resource/Taiwan,http://dbpedia.org/property/p,Táiwān,Predicate,103,65.05790209770203
http://dbpedia.org/resource/Taiwan,http://dbpedia.org/property/t,臺灣 or 台灣,Predicate,103,65.05790209770203
http://dbpedia.org/resource/Taiwan,http://dbpedia.org/property/ethnicGroups,∟ 70%,Object,103,65.05790209770203
http://dbpedia.org/resource/The_Lion_of_Punjab_(film),http://dbpedia.org/ontology/basedOn,http://dbpedia.org/resource/Jyothika,Object,106,2.7627761363983154
http://dbpedia.org/resource/Tyumen,http://dbpedia.org/property/febPrecipitationMm,15,Object,110,5.7651567459106445
http://dbpedia.org/resource/Tyumen,http://dbpedia.org/property/octLowC,-0.4,Object,110,5.7651567459106445
http://dbpedia.org/resource/Tyumen,http://dbpedia.org/property/febLowC,-18.1,Object,110,5.7651567459106445
http://dbpedia.org/resource/Smith_College,http://dbpedia.org/ontology/campus,http://dbpedia.org/resource/Urban_area,Object,111,2.8909733295440674
http://dbpedia.org/resource/WVAH-TV,http://dbpedia.org/ontology/locationCity,http://dbpedia.org/resource/West_Virginia,Object,115,2.6953957080841064
http://dbpedia.org/resource/Dyckia_'Lad_Cutak',http://dbpedia.org/ontology/hybrid,http://dbpedia.org/resource/Dyckia,Object,117,1.9810130596160889
http://dbpedia.org/resource/Tagalog_Republic,http://dbpedia.org/property/commonName,Republic of Katagalugan,Predicate,131,2.2588987350463867
http://dbpedia.org/resource/Yul_Edochie,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Enugu,Object,132,2.440091133117676
http://dbpedia.org/resource/Germany,http://dbpedia.org/property/caption,"Franz Marc, Roe Deer in the Forest",Object,146,41.56405687332153
http://dbpedia.org/resource/Germany,http://dbpedia.org/property/width,128,Object,146,41.56405687332153
http://dbpedia.org/resource/Germany,http://dbpedia.org/property/largestCity,capital,Object,146,41.56405687332153
http://dbpedia.org/resource/Bristol_Law_School,http://dbpedia.org/property/students,300,Object,151,8.734750986099243
http://dbpedia.org/resource/Bristol_Law_School,http://dbpedia.org/property/students,2000,Object,151,8.734750986099243
http://dbpedia.org/resource/Bristol_Law_School,http://dbpedia.org/property/students,1700.0,Object,151,8.734750986099243
http://dbpedia.org/resource/Bristol_Law_School,http://dbpedia.org/property/staff,59,Object,151,8.734750986099243
http://dbpedia.org/resource/Tanya_Blount,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,153,2.293989896774292
http://dbpedia.org/resource/Ronnie_McDowell,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,154,11.860987901687622
http://dbpedia.org/resource/The_Hooters,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,156,6.321587085723877
http://dbpedia.org/resource/The_Independents_(band),http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,158,1.909081220626831
http://dbpedia.org/resource/Tower_of_Power,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,159,8.89702582359314
http://dbpedia.org/resource/Speedy_West,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,160,1.6107289791107178
http://dbpedia.org/resource/Walk_the_Moon,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,161,2.1555638313293457
http://dbpedia.org/resource/Black_Army_Jacket,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,162,1.6854326725006104
http://dbpedia.org/resource/The_Featherstones,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,164,1.6196811199188232
"http://dbpedia.org/resource/Escuintla,_Chiapas",http://dbpedia.org/property/unitPref,Imperial,Object,165,4.178786754608154
http://dbpedia.org/resource/Robert_White_(guitarist),http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,166,1.526819944381714
http://dbpedia.org/resource/Gladys_Knight_&_the_Pips,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,167,2.12910795211792
http://dbpedia.org/resource/Haitham_Zein,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Lebanon,Object,170,1.943756103515625
http://dbpedia.org/resource/Deadstring_Brothers,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Predicate,172,1.6565802097320557
http://dbpedia.org/resource/Carpathian_Ruthenia,http://dbpedia.org/ontology/capital,http://dbpedia.org/resource/Uzhhorod,Object,173,2.834579944610596
http://dbpedia.org/resource/Cold_Water_Army,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Object,174,2.377316236495972
http://dbpedia.org/resource/Pat_Green,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Object,175,2.534614086151123
http://dbpedia.org/resource/Ronneby_Municipality,http://dbpedia.org/property/subdivisionName,Sweden,Object,176,46.79609704017639
http://dbpedia.org/resource/Ronneby_Municipality,http://dbpedia.org/property/coordinatesDisplay,"inline,title",Predicate,176,46.79609704017639
http://dbpedia.org/resource/Ronneby_Municipality,http://dbpedia.org/property/areaNote,Area as of .,Object,176,46.79609704017639
http://dbpedia.org/resource/Ronneby_Municipality,http://dbpedia.org/property/subdivisionType,http://dbpedia.org/resource/List_of_sovereign_states,Object,176,46.79609704017639
http://dbpedia.org/resource/Haiku_D'Etat,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/United_States,Object,177,1.9481630325317385
http://dbpedia.org/resource/Newhaven_Harbour_railway_station,http://dbpedia.org/property/symbol,rail,Predicate,178,4.454265117645264
